foerster,wolf,text
F0012,W12,"
Ἑορτίῳ. (380)
 1. Οὐκ οἶσθα, ὦ φίλε Ἑόρτιε, τῶν προσβαλόντων μοι voσημάτων οὔτε τὸ πλῆθος οὔτε τὸ μέγεθος οὔτ’ ἐφ’ ὅσον
προῆλθε τοῦ χρόνου. οὐ γὰρ ἄν ποτε ὑπερβὰς τὸ συναλγεῖν
ἐμέμφου νῦν δὲ ἡ ἄγνοια πανταχοῦ τοῖς ἀνθρώποις βλαβερὸν καὶ δὴ καὶ σὲ κατηγορεῖν ἐπῆρεν ἀντὶ τοῦ παραμυθεῖ σθαι. ἐγὼ δέ σοι οὐκ ἐγκαλῶ τὸ τὰς δυσκολίας ἡμῶν ἀγνοεῖν.
2. καίτοι φαίη τις ἂν τῶν ὥσπερ σὺ ῥᾳδίως ἐπιτιμώντων, ὡς
ἀγνοεῖς μὲν τῷ μὴ πυνθάνεσθαι, οὐ πυνθάνῃ δὲ τῷ μισεῖν,
καὶ οὕτως ἂν ὑπεροψίαν προφέρων αὐτὸς ἐνέχοιο μείζοσιν
ἐγὼ δὲ τοῦτο οὐ ποιήσω φιλίαν ἰσχυρὰν ὑβρίζειν οὐκ ἀξιῶν
 συκοφαντίᾳ. ἀλλ’ ὅταν τι γένηται τοιοῦτον, ζητήσας αἰτίαν
τοῖς πράγμασιν ἐπιεικεστέραν οὕτω πρὸς ἐμαυτὸν ὑπὲρ ἐκείνων ἀπολογοῦμαι. 3. σὺ δὲ οὐκ ἐν καφῶ ῥητορεύεις ἄλλους
εἶναι λέγων τοὺς αἰτιωμένους, οὓς αὐτὸς ἀνέπλασας διὰ τῆς
ἐπιστολῆς. ἐπεὶ τί παθὼν οὐκ ἐπεστόμιζες ἀλλ’ ἐπείθου;
ὑπεροψίας δὲ μνησθείς, ει’ μὴ δώσεις δίκην, Ἡρακλεῖ χάριν
ἔχειν ἀλεξικάκῳ. ἐγὼ δὲ ἤδη πόλιν ὅλην τοῦτο φθεγξαμένην
τετιμώρημαι λόγῳ.
"
F0013,W13,"
Ἰουλιανῷ. (363 vel 353/54?)
1. Τῇ διὰ τὴν σὴν ἀρρωστίαν λύπῃ καὶ αὐτοὶ πεπτώκαμεν
εἰς ἀρρωστίαν. τί γὰρ ἡμῖν ἡδὺ σοῦ γε ἀνιωμένου Σελεύκῳ
δὲ ἄρα ἔπρεπε καὶ τοῦτο ἀγγεῖλαι τὸ ὡς ἐκπέφευγας τοῦ κακοῦ τὴν ἀκμήν. 2. ᾗ δὴ καὶ πείθομαι τὸν Ἐντρέχιον εὐτυχῆ
νομίζειν. ὄψεται γὰρ Βιθυνίαν, ὅτε βέλτιον. βέλτιον δέ, ὅτε
καὶ σοὶ τὸ σῶμα ἐν ὑγιείᾳ 3. χάριν δὲ εἰδότες σοι τοῦ φιλεῖν
τὸν ἄνδρα χάριν ἑτέραν αἰτοῦμεν προσθεῖναι τὸ τόνδε καλεῖν.
"
F0014,W14,"
Πρισκιανῷ. (353)
1. Οὐ κατεπάτησε τὸν ὅρκον ὁ Διονύσιος, ἀλλ’ ἐπανήκει
σοι μετὰ τῶν γραμμάτων, ὃ δὴ καὶ ποιήσειν ὤμοσε. τὴν πόλιν
δὲ ἡμῶν εὐδαίμονα καλῶν, ἐν ᾗ κατοικεῖν ἔδεισας, παίζεις
ἔχων. εἰ γὰρ δὴ ὄντως αὐτὴν ᾤου τοιαύτην, τί παθὼν ἐξὸν
κοινωνεῖν τῆς εὐδαιμονίας οὐκ ἠβουλήθης; 2. τοὺς δ’ ἡμετέρους εἰ μὲν ἀγνοεῖς κινδύνους, ἀδικεῖς, ἀμελῶν γὰρ ἀγνοεῖς
 καὶ ταῦτα οὕτως ὢν πρόσχωρος· εἰ δ’ ἐπιστάμενος μακαρίζεις
[με] μετὰ τῶν δεινῶν, φιλοκινδυνότατος εἶ. 3. τὰ Δεινίου
πράγματα καὶ σαυτοῦ νομίζων ὀρθῶς φρονεῖς εἰμὶ δ’ οὐδ
αὐτὸς τῶν ἀλλότρια τὰ Δεινίου ποιουμένων, ὄψει δὲ τὴν
σπουδὴν ἐν τοῖς γράμμασιν, ἃ πέμψομεν εἰς ἐπικουρία· τῷ
 γέροντι·
"
F0015,W15,"
Ζηνοβίῳ. (352 vel 354?)
Σιγῇ τὴν σιγὴν ἔγνωμεν ἀμύνασθαι. καίτοι γε ἠπιστάμην
λειπομένην τῶν ἀδικημάτων τὴν δίκην. οὐ γὰρ ἴσον ἦν ἐμὲ
 σῶν ἀποστερεῖσθαι γραμμάτων καὶ σοὶ παρ’ ἡμῶν μὴ φοιτᾶν. ἀλλ’ ὅσῳ καλλίω τὰ σά, τοσούτῳ μείζων ἡ βλάβη τῆς
τιμωρίας.
"
F0016,W16,"
Θαλασσίῳ. (352 vel 353)
1. Ἦν μὲν καλὰ καὶ ὅσα παρών σοι συνῄδειν, ἃ δ’ ἀκούω,
φιλοσοφίας ἐγγὺς ἥκει, γλῶττα ἐλευθέρα καὶ τρόπος μισοπόνηρος καὶ τῶν σπουδαίων ἔρως καὶ τὸ μετ’ ἀνδρείας τοὺς
μὲν εὖ ποιεῖν, τοὺς δὲ ἐλαύνειν, καὶ δὴ καὶ τὸ μέγιστον, χρυσὸς καταφρονούμενος, ὃς μέγιστον ἐν ἀνθρώποις ἰσχύων ἥττηται. 2. Γοργονίου δὲ τοῦθ’ ‘ὲν ἀκούσας, ὅτι σε θαυμάζει,
πρὸς θαῦμα κατέστην. οὐ γὰρ ἄν, εἰ μή σοι προσόμοιος ἦν,
οὕτως εἶχε. 3. πρᾶττε οὖν ἡμῖν δι’ ἐκείνου, ἃ καὶ πυνθάνομαὶ, τὴν ἐπάνοδον· ἐπιθυμῶ γὰρ ἰδεῖν ἃ πυνθάνομαι.
"
F0017,W17a,"
Φλωρεντίῳ. (365)
Τὴν ἐπιστολὴν ταύτην ὁ κομίζων σοι γέγραφεν. ὁ γὰρ
θαρρῆσαι πείσας δικαιότατ’ ἂν γράψαι δοκοῖ. ἐγὼ μὲν γὰρ
ὄκνῳ εἰχόμην, ὁ κράτιστος δὲ Τατιανὸς τῷ χάρτῃ τὴν χεῖρα
ἐπέθηκε φήσας οὐ μεταμελήσειν μοι τῶν γραμμάτων. σὺ τοίνυν δείξεις, εἰ τοῦ μὴ τολμᾶν τὸ πεισθῆναι γράψαι βέλτιον.
"
F0018,W17b,"
 Καλλιοπίω. (388)
1. Τίς θεῶν ἢ δαιμόνων τὸν πανταχῇ θαυμαζόμενον Τατιανὸν ἥμερον ἡμῖν ἐποίησεν; φράζε σύ, Καλλιόπιε· σὺ γὰρ
τὰ τοῦδε καλῶς οἶσθα. ἂν δ’ οὐκ ἐθέλῃς λέγειν, ἀνάγκη ἐμὲ
μαντεύεσθαι 2. καὶ τὸν μὲν θεὸν εὑρεῖν οὐκ ἂν δυναίμην,
 ὥσπερ Ὅμηρος ἔγνω τὴν Ἀθηνᾶν παρὰ τῆς Ἥρας ἐλθοῦσαι
τῷ Ἀχιλλεῖ, ἣ τὴν ὀργὴν ἐπέσχεν αὐτῷ τὸν δὲ ἄνδρα, δι’ οὗ
ταῦτα ἔπραξαν οἱ θεοί, κάλλιστ’ ἀνεῦρον. 3. ἔστι δ’ οὗτος
πολίτης τ’ ἐμὸς καὶ τῆς πόλεως τὰ πρῶτα καὶ ἐκ ταὐτοῦ μοι
κρατῆρος ἐν Μουσῶν κήποις πιὼν καὶ πρῶτον μὲν δίκας λέ γῶν, νῦν δ’ ἐπιστολὰς γράφων ἄμφω παρὰ βασιλεῦσιν, τῷ
μὲν πατρί, τῷ δὲ υἱεῖ, σφόδρα ἠδικηκώς ἴσως δὲ οὐδὲ μικρὸν
† ἀδικῶν οὐ μικρὸν φρονῶν [τῷ] σὰ περιφανθῆναι ἀπὸ
ἐκείνου δεινότητος καὶ τὸ ἔτι δεινότερον, Θεμιστίου παραβοηθοῦντος. τὴν μὲν οὖν ῥητορείαν ἐν οἷς ἐνεκάλεσεν ἐΜεν, τὴν
δὲ φιλανθρωπίαν έν οἷς ἐπικουρήσειν ὑπέσχετο.
"
F0019,W18,"
Ἀνατολίῳ. (357 vel 358/59)
1. Ἀνέγνων τοῖς φίλοις τὴν ἐπιστολὴν τὴν μακρὰν ἐκείνην, ἐκέλευσας γὰρ καὶ οὐκ ἦν ἀπειθεῖν τοσαύτῃ δυνάμει
2. ἡ μὲν οὖν ἀνάγνωσις ἐκίνει γέλωτα τοσοῦτον ὅσον ἐβούλου, πολλοῦ δὲ ἄρ’ ἐπεθύμεις, ὡς δὲ διεπαυσάμην, τῶν τις
ἀκροατῶν ἤρετό με, πότερόν σοι φίλος ὢν ἢ δυσμενὴς τυγχάνω.
φήσαντος δέ μου καὶ μάλα φιλεῖν Ἀνατόλιον τὸν καλὸν εὖ
τοίνυν, ἔφη, τὰ δυσμενοῦς ποιῶν δεικνὺς
ἐπιστολήν, ἀφανίζειν ἔδει. καὶ ἐτίθετο δὴ τοῖς γράμμασιν ὄνομα. βούλει μαθεῖν ὅ τι; ἀλλ’ οὐκ ἐρῶ γε τοῦτο ὃ
καὶ ἀκούων ἠχθόμην. 3. ἀφέντες οὑν ἐκεῖνο ἐξετάζωμεν τὰς
αἰτίας, καὶ σύ τε φέρειν, ἂν φανῆς συκοφάντης, ἐγώ τε οἴσω,
κακὸς εἰ δειχθείην.
4. Ἔφης Σπεκτότον μέγαν ὄντα τοῖς ἔργοις μικρὸν γεγενῆ σθαι τοῖς παρ’ ἐμοῦ λόγοις, αὐτὸς δέ γε ἐκεῖνος ἥδετο τοῖς
παρ’ ἡμῶν ἐπαίνοις· εἰ μὲν οὖν εὖ φρονῶν, ψεῦδος τὸ σόν
εἰ δὲ οὐδὲν εἰδὼς τῶν περὶ λόγους, τόλμησον εἰπεῖν καὶ πάντα
ἐγὼ φαῦλος. 5. οὑτωσὶ δὲ σκόπει, ὅπως σαυτῷ δόξης ὁμολογεῖν, ὃς ὂν ᾐτιάσω τὰ μεγάλα μικρὰ ποιεῖν, τοῦτον ἔφης τῇ
 ῥώμῃ τῶν λόγων αἴρειν τὰ φαῦλα. παραινῶ δή σοι τοῖς μὲν
τῶν βαρβάρων βουλεύμασι πολεμεῖν σαυτῷ δὲ μὴ. 6. ζηλοτυπῶν μὲν οὖν τοὺς ὑφ’ ἡμῶν κοσμουμένους εὖ ποιεῖς, οὐ
γὰρ κακῆς φύσεως σημεῖον ἐπαίνων ἐπιθυμεῖν, μέγα γὰρ εἰς
ἄσκησιν ἀρετῆς πολλάκις ζηλοτυπία μεμφόμενος δὲ τό τινας
τετιμῆσθαι λόγοις ἀντὶ τοῦ φανεροῦν τὴν εὐφημίαν ποικίλον,
ἀλλ’ οὐ γενναῖον ἔργον ποιεῖς. 7. καὶ προφέρεις δὴ ἐμοὶ τὸ
πολλοὺς ἐπαινεῖν, ἐγὼ δὲ σοὶ τὸ πάντας ψέγειν. οὐκοῦν ἀκρισία μὲν ἐν ἀμφοῖν, ἔχει δέ τινα τοὐμὸν φιλανθρωπίαν. μᾶλλον δέ, οὐκ ἔστιν ὅντινα ἐπῄνεσα τὰ οὐκ ὄντα προστιθείς,
ὥσπερ ὁ μῦθος ἀλλότρια τῷ κολοιῷ πτερά. ἀλλ’ ᾧ χρῶμαι
νόμῳ περὶ τοὺς ἐπαίνους, ἄκουσον. 8. ἂν ᾖ τις κρείττων μὲν
χρημάτων ἥττων δὲ ἡδονῶν, ἐκεῖνο μὲν ἐπαίνου τεύξεται,
τοῦτο δὲ ἐν σιγῇ κείσεται. καὶ γὰρ εἰ γῆν ἐπῄνουν, οὕτως
ἂν ἐποίουν οἷον εἴ μ’ ἐχρῆν ἐπαινεῖν τὰ Κύθηρα, τὰ δὲ Κύθηρα νῆσός ἐστιν ἐπικειμένη τῇ Πελοποννήσῳ, τὸν οὗν λόγον ἐργαζόμενος διελθὼν ἂν ὡς εὔβοτος καὶ πολύοινος εὐλί
μένος τέ ἐστιν ἢ καὶ ὕλῃ κομῶσα, τὴν εἰς πυροὺς φορὰν οὐκ
ἂν ἐπῄνουν, ἐψευδόμην γὰρ ἄν, οὐδὲ γὰρ ὅστις ἐγκωμιάζει
τὴν Ἀττικήν, καὶ τοῦτ’ ἂν εἰπεῖν ἔχοι, κωλύει δὲ οὐδὲν ἐξ
ὧν ἔξεστιν ἐπαινεῖν. 9. θαυμάζω τὸν Ἀχιλλέα, διότι τοὺς
Τρῶας ἤλαυνε, θαυμάζω τὸν Παλαμήδην ἀπὸ τῆς σοφίας. ὁ
δὲ ὅτι μὴ παρ’ ἑκατέρῳ ταῦτ’ ἦν ἀμφότερα ψέγειν ἀξιῶν ἀδικεῖ. 10. φέρε, εἰ σοὶ λόγον ἐποίουν καί με τοῦτ’ ἔπεισας δεηθείς, ἀρ᾿ ἂν οἴει τῷ δημιουργῷ πανταχόθεν προσελθεῖν τοὺς
ἐπαίνους σὺ μὲν ἴσως οἴει, τὸ πρᾶγμα δὲ οὐ τοιοῦτον,
 ἀλλ’ εἶπον μὲν ἂν ἐπιμέλειαν, ἀγρυπνίαν, πόνους, ψῆφον
ὀρθήν, πρόνοιαν [τοῦ] μέλλοντος, φρόνημα δίκαιον,
ὀξύτητα, γλώττης ἰσχύν, πολλὰ δ’ ἕτερα, καλὸν δὲ καὶ μέγαν
οὐκ ἄν εἶπον· οὐ γὰρ ἔνι σοι ταῦτ’ ἐν τῷ σώματι 11, μεμνημένος δὲ χρημάτων κλοπῆς μὲν ἄν σε πλεῖστον ἔφην ἀφεστά ναι, μισθὸν δὲ μὴ ἔχειν τῆς ἀρετῆς οὐκ ἂν ἰσχυρισάμην, ἔχεις
γὰρ τὰ βασιλέως δῶρα καί σοι τῆς ἀρχῆς ὁ χρόνος τὰς οἰκίας
πεποίηκε πόλεις ἀδικοῦντι μὲν οὐδένα, λαμβάνοντι δέ. πολὺ
δ’ ἂν ἦσθα βελτίων μηδαμόθεν λαμβάνων, ὡς λαμπρότερον
γε κιόνων οὓς δίδωσι βασιλεὺς τὸ χρῆμα τῆς δόξης ἣν ἡ
 πενία φέρει. 12. καὶ μὴν κἀκεῖνό γέ σου τραχὺ καὶ οὐχ ἠμὶ
ρον τὸ κακίζειν Σευηρον, ὅτι δὴ ζώνης ἐδεήθη δέον φιλοσοφεῖν. εἰ μὲν γὰρ φιλοσοφίας ἁπτόμενος ἀπεφέρετο τοῦ σχήματος καὶ ἦν ἐν προσηγορίᾳ φιλοσοφίας κάπηλος, εἰκότως ἂν
ἐμισεῖτο· εἰ δὲ τὸ μὲν ἡγεῖται μεῖζον αὑτοῦ, ζητεῖ δέ τινα
 καταφυγήν. ποῦ πλημμελεῖ μὴ φιλοσοφῶν; ἢ καὶ σὺ μᾶλλον
ἄρχων ἢ φιλοσοφῶν ἀδικεῖς; 13. ἐπεὶ δὲ πολὺς ἔγκεισαι κωμῳδῶν ἡμᾶς, ὅτι πρὸς σὲ ἐμνήσθημεν ἀξιώματος, ἴσθι τὸ
πᾶν ἀγνοήσας. ἔσχε δὲ ὡδί. ἐμοὶ σχῆμα μὲν ἀρκοῦν οἱ λόγοι,
δι’ οὓς οὐδεπώποτε ταπεινότερον ἐμαυτὸν ἡγησάμην ὑμῶν,
ὧν ἡ λαμπρότης ὅρκος τοῖς κόλαξι· πρὸς δὲ τὸν βίον ἀφορμαὶ τὰ παρ’ αὐτῶν τῶν λόγων μικρὰ μικρῶν δεομένῳ. 14. τίς
οὖν ἦν ὁ νοῦς ὧν ἐπέστελλον; Ἰσοκράτης παραινεῖ πεῖραν
ποιεῖσθαι τῶν φίλων οὔπω παρούσης ἀνάγκης ὥστε ἀτυχήσαντι μὴ εἶναι βλάβην καί φησι δεῖν μὴ δεόμενον προσποιεῖσθαι τὸ δεῖσθαι. 15. τοιοῦτον ἦν τι καὶ τὸ παρ’ ἐμοῦ· μὴ
χρῄζων ἐπήγγελλον. τοιγαροῦν σὺ μὲν οὐκ ἐδίδους, ἐγὼ δὲ
ἐγέλων καὶ ζημιούμενος οὐδὲν εὕρισκόν σου τὸν τρόπον. 16. οὐ
μὴν πάντα γε εἰ ῥᾴθυμος, ἀλλ’ εἰς τὸ γένος, εἶπερ τις, ἕτοιμος, καὶ τῶν σῶν οἰκείων ἰδιώτης οὐδείς. εἶτ’ ἐπὶ μὲν τῶν
ἄλλων τιμᾷς τὴν ἀρετὴν, κἂν ὁ ταύτης ἄμοιρος ἄρχῃ,
κέκραγας μᾶλλον ἢ οἱ τεμνόμενοι’ τὸ γένος δὲ οὕτω σοι φίλτατον ὥστε ἄρχειν δεῖ πάντα οἰκεῖον καὶ ἀπεῖναι βάσανον.
τοῦτό σοι παραίτησις ὧν περὶ τοὺς φίλους ἀμελεῖς. κἂν ἐκεῖνό τις
κατηγορῇ, τοῦτ’ ἀντιτιθεὶς [τὸ] μέμψεως, 17.
σοι δοκῶ καὶ αὐτὸς εἰδέναι τοξεύειν ἡ πάσχειν ἐπιτήδειος
εἶναι μόνον; μᾶλλον δέ, εἰ μὶν ἔτρωσας, καὶ τέτρωσαι· εἰ δὲ
παίζοντος ἐκεῖνα ἦν, οὐδὲ ταύτα σπουδάζοντος. 18. δίκαιον
δέ, εἴτε ἡσθείης τοῖς γράμμασι, τῷ φέροντι τὴν χάριν ἔχειν,
 εἴτε δηχθείης, παρὰ τοῦ φέροντος τὴν δίκην λαβεῖν. ἐγνωκότα γάρ με ἡσυχάζειν πάσαις ἀνάγκαις Ἰανουάριος ἐνήγαγεν, ἀνὴρ πανταχόθεν αἰδέσιμος τῇ πόλει λυπήσας μὲν οὐδὲν
οὐδένα ὧν οὐκ ἴδει, δοὺς δὲ χάριτας ἐν αἷς ἡ τοῦ δικαίου
μερίς, φρουρήσας μὲν ἱκανῶς ἐφ’ ᾧπερ ἐτέτακτο, τῶν δὲ ἐπει γομένων οἶς ἄξιον συλλαβών, ὀλίγα λαλῶν, πρᾶξαι δεινός,
τῶν γιγνομένων καρπῶι ὑπερορῶν τὸ πλέον, προσήκων μὲν
μείζοσι, στέργων δὲ τὰ παρόντα, τὴν ἐπιείκειαν ἐν πράγματι
τηρήσας οὐκ ἀνεχομένῳ χρηστότητος. ’ν δέδοικα μὴ μέμψῃ
τὸν ἄνθρωπον. ὅτι μοι πάντα ὑπούργησεν.
"
F0020,W19,"
 Ἀρισταινέτῳ. (357 vel 358)
1. Ἄρα καὶ τοῦτο τοῖς ἄρχουσι νόμος μὴ τοῖς φίλοις ἐπιστέλλειν, ἐπειδήπερ ἄρχουσιν; εἰ μὲν δὴ κεῖται καὶ γέγραπται,
χρῶ τῷ νόμῳ καἰ σίγα· εἰ δ’ οὐδεὶς κωλύει νόμος, πόθεν ἡ
 σιγή; λέγε. εὑρηκέναι γάρ μοι δοκῶ· μεῖζόν σου γεγένηται
τῶν πραγμάτων τὸ πλῆθος καὶ τῶν κοινῶν ἡ φροντὶς οὐκ ἐᾷ
τῶν οἰκείων ἐπιμελεῖσθαι. 2. τοῦθ’ ἥδιόν μοι πείθειν ἐμαυτὸν ἢ ὅτι σὺ τῶν φίλων ὑπὸ τῆς ἀρχῆς ἐπελάθου, ὃν ἀκούω
μετριώτερον ὑπὸ τῆς ἐξουσίας εἶναι καὶ τούτῳ τοῦ προτέρου
διαφέρειν τῷ πλείω πράττειν· ὡς ὅ γε τρόπος [ὁ] αὐτός, εἰσὶ
δὲ οἱ λέγουσιν ὡς καὶ βελτίων. 3. Ἰανουάριος μὲν οὖν ἀπαγγελεῖ σοι περὶ ἡμῶν, ὡς ἀρρωστοῦμεν, εἰ μή σε ἐξαπατᾶν
βούλοιτο τοῦ μὴ λυπεῖν· ἀεὶ γάρ τινι προσπαλαίομεν κύματι.
καὶ ταύτην τίνομεν τῷ Φιλίῳ τὴν δίκην, ὅτι δή τι φίλων
ἡμῖν ἐφάνη τιμιώτερον. 4. ἐγὼ δέ σοι περὶ αὐτοῦ λέγειν ἔχω,
ὡς ἐν δυσχερεῖ διοικήσει χρηστὸς ἐδείχθη. καὶ τοῦτον μόνον
οἱ τε ταχέως οἴ τε βραδέως ὧν ἔχρῃζον τυχόντες ἐπῄνεσαν
τοσαύτην ἀνεμίγνυ γοητείαν ταῖς ἀναβολαῖς τοιγαροῦν ἀπιὼν
ἀνιᾷ τοὺς βελτίους, διότι παρὼν οὐκ ἐλύπησεν. 5. ἐμοὶ δὲ
δεομένῳ τοσοῦτον ἀπεῖχεν ἀπειθεῖν ὥστ’ εἰ διαλείποιμι τοῦτο
ποιῶν.. ὕβριν τὸ πρᾶγμα ἐκάλει καὶ διεμέμφετο. τὰ σὰ δὲ
ἀγαθὰ νομίζων αὐτοῦ τε καὶ ἐμὰ ὅ τι μάθοι τρέχων ὡς ἡμᾶς
ἐμήνυε τῷ προσώπῳ κηρύττων τὴν ἡδονήν. εἶπον ἂν πλείω
πρὸς ἀγνοοῦντα, νῦν δ’ ἐπίστασαι τὸν ἄνδρα.
"
F0021,W20,"
τῶ αὐτῷ (358)
1. Πρότερον μὲν ἐθαύμαζον τὸν κράτιστον Ἑρμογένην ἀπὸ
τῆς φιλοσοφίας ἧς ἤκουον αὐτῷ μέλειν. νῦν δὲ δὴ καὶ φιλῶ
 τὸν ἄνθρωπον, διότι δὴ πόσου τε καὶ τίνος ἄξιος εἶ γινώσκει.
λέγεται γὰρ ἄνδρα τέ σε ἀγαθὸν ἡγεῖσθαι καὶ τὸ συνεῖναι
μέγα ποιεῖν καὶ τὸ μὴ συνεῖναι βαρύ. 2. τοῖς μὶν οὖν ἄλλοις
ἔπεισι σοὶ συγχαίρειν, ἐμοὶ δὲ ἀμφοῖν· σοὶ μέν. ὅτι σοι
πρόσκειται τοσαύτη δύναμις, τῷ δ’, ὅτι φιλῶν ὃν ἐχρῆν εὐδο κιμεῖ τῇ κρίσει. 3. δεῖ δή σε φιλούμενον ὅσα ἂν ἐξῆ ἐν ταῖς
παραινέσεσιν ὠφελεῖν ἐκεῖνον μὴ κατοκνεῖν· ἔξεστι δὲ νῦν
ὑπὲρ ἀδικουμένου φίλου κωλῦσαι φίλον ἁμαρτάνειν. Νικέντιον γὰρ τὸν καλόν, ὃν σὺ πρὸς ἡμᾶς ἐπῄνεις ἐν γράμμασι,
καὶ τὸ γράμμα γε ἐκεῖνο φιλίαν ἡμῖν εἰργάσατο, τοῦτον δὴ
 τὸν ἄνδρα, δι’ ὃν ἐπιδημεῖ μὲν ἡ δίκη, βία δὲ οἴχεται, πανήγυρις δὲ ἡμῖν ἡ πόλις, εὐφημίας ἐλπίζοντα περιέστηκε ζημία
λυποῦσα μὲν καὶ τῇ βλάβῃ, πένης γὰρ ἡμὶν ἐπὶ τοσαύταις
ἀρχαῖς ὁ Νικέντιος, ἔχουσα δέ τι πικρότερον τῆς βλάβης τὴν
ἀδοξίαν. ἡ γὰρ καταδίκη ζημία τίς ἐστι κατεγνωκυῖα κακίαν.
4. τοῖς μὲν οὖν ἀδικοῦσιν Ἑρμογένης ἐπαγέτω δίκην ἐγὼ
πρῶτος ἐπαινῶ τὴν ὀργήν, κἂν παύσηται τῆς ἐπὶ τοῖς τοιούτοις ὀργῆς, καὶ ἐγὼ τῶν ἐπαίνων, τὸ νῦν δὲ τοῦτο παραγωγή
τίς ἐστι καὶ ἔργον ἀπάτης, οὐ τῆς Ἑρμογένους φύσεως.
6. ἄκουε δέ· σταθμός τίς ἐστι περὶ τὸν Εὐφράτην, Καλλίνικος
ὄνομα αὐτῷ· Καλλινίκου γὰρ ἐνταῦθα ἀποσφαγέντος ὁ σοφιστὴς γίνεται προσηγορία τῷ τόπῳ, οἷα πολλὰ μὲν ἐν γῇ,
πολλὰ δὲ ἐν θαλάττῃ πάλαι. 6. τοῦτο δὴ τὸ χωρίον ἔχει στρατιὰν ἱδρυμένην, ἣν τρέφεσθαι παρ’ ἡμῶν οὐκ ἐκεῖσε κομιζόντων, ἀλλ’ ἑτέρωσε τὴν τροφήν, ἐκεῖθεν δὲ εἰς Καλλίνικον
ἄγειν νόμος τὸν ἄρχοντα τῶν περὶ τὸν Εὐφράτην. Νικέντιος
δὲ τὰ αὑτοῦ διακονήσας ὧν ἐπλημμέλησαν ἕτεροι δίκας δίδωσι, τοῦτο δὴ τὸ ἐν Αὐλίδι. 7. ἴσως μὲν οὖν οὐδ’ αὐτὸς
διηγησάμην κακῶς, εἰ δ’ οὖν τι καὶ ἐξηνέχθην, Νικέντιός σε
διδάξει καλῶς. σὺ δὲ βοήθησον δυοῖν ἄρχουσι τὸν μὲν ἐξελόμενος βλάβης ἀδίκου, τὸν ἐλάττω, τὸν δ’ ἀποστήσας ὀργῆς οὐ
δικαίας, τὸν κρείττω. 8. εἰ δὲ παιδὸς ἡγεῖται τὴν μεταβολήν,
τὴν μὲν ἐπὶ [τὰ] χείρω νομιζέτω φαύλην, τὴν δὲ τῶν
λων τι λύουσαν ἀγαθήν, ἄλλως θ’ ὅτε τὸ μὲν τίμημα τηρεῖν
ἂν ἔχοι, τὸν δ’ ἔξω τῆς αἰτίας ἀφιέναι. 9. τὸ γὰρ χρυσίον
 εἰσπραττέτω μέν, εἰσπραττέτω δὲ παρὰ τῶν λελοιπότων τὴν
τάξιν καὶ προσέτι γε τῶν ἐξηπατηκότων, οἳ σφίσιν αὐτοῖς
χαριζόμενοι τὰ οὐκ ὄντα ἔφρασαν. 10. ἐπειδὴ γὰρ θυμὸς μἐγας διο τρεφέων ὑπάρχων, μὴ ἴστω τοῖς φενακίζουσιν ἄδεια,
ὅπως τῆς ἀληθείας κρατούσης μηδεὶς ἀδίκως κολάζηται. λύων
 δὲ τὴν αὑτοῦ ψῆφον ἐννοείτω τὸν βασιλέα Κρητῶν τὸν παῖδα
Δῖός, ὃς εἰς τὸ ἄντρον δι’ ἐνάτου πορευόμενος ἔτους ὧν ἐτεθείκει νόμων οὐκ ᾐσχύνετο κινῶν ὃν κρεῖττον ἦν κινεῖσθαι.
"
F0022,W21,"
Αὐξεντίῳ. (358)
 1. Ἐγώ σου μέλλων αἰτιᾶσθαι τὸ χαίρειν ἀγροῖς καὶ νομίζων οὐκ εἶναί σοι λόγον, ὅς δείξει τὸν ἐκεῖσε δρόμον εὔλογον,
ἐπειδὴ τὴν ὀπώραν ἔλαβον καὶ εἶδον. οἷα παρὰ σοὶ τίκτει τὰ
δένδρα, θαυμάζω μεταβαλών, ὅτι δὴ τοιαύτης γῆς καὶ μικρὸν
ἀπανίστασαι χρόνον. 2. ἴσως που τοιοῦτος ἦν ὁ κῆπος ὁ
δόξας μῆλα δεδωκέναι χρυσᾶ, ἃ χρυσᾶ μὲν οὐκ ἦν, οὐ γὰρ
οὗτος φυτῶν νόμος, διὰ δὲ κάλλος ἐκτήσατο τὴν ἀπὸ τοῦ χρυσοῦ φήμην. ἀλλὰ καὶ τοιαύτης οὔσης σοι τῆς ὀπώρας κατὰ
τὴν ὥραν ἐκράτει τὰ γράμματα· τοσοῦτον ἄνθους μετεῖχε.
3. θεράπευε δὴ θεοὺς ἐφόρους γεωργίας. δεῖ δέ σε οὐ πονεῖσθαι τοῖς ἀναθήμασι. μὴ γὰρ δὴ ἔστω τούτων ὧν ἐργάζεται
χρυσοχόων τέχνη, ἀλλ’ ἀφ’ ὧν ἔδοσαν τιμάσθων. εὖ οἶδα
γάρ, ὡς ἥδιον αὐτοῖς χρυσίδων βότρυες ἐξημμένοι τῶν ἀγαλματω ν.
"
